Date;Maupertuis;BU;Pelvoux;Romero;Rostand;IBGBI;Premiers Cycles;Facteur Cheval;Ile-de-France;Brétigny
2015-01-05;1772.824253;387.484866;349.699697;0.168;0.168;488.036737;685.949745;5508.252055;14745.739726;5687.183562
2015-01-19;5081.334751;1109.920816;1001.609749;0.168;0.168;1398.094072;1965.636614;5508.252055;14745.739726;5687.183562
2015-01-26;6735.59;1471.138791;1327.564774;0.168;0.168;1853.12274;2605.480049;5508.252055;14745.739726;5687.183562
2015-02-02;8389.845249;1832.356767;1653.5198;0.168;0.168;2308.151407;3245.323484;5508.252055;14745.739726;5687.183562
2015-03-02;15006.866245;3277.228668;2957.339903;0.168;0.168;4128.266077;5804.697224;5508.252055;14745.739726;5687.183562
2015-03-16;18315.376743;3999.664618;3609.249955;0.168;0.168;5038.323412;7084.384093;5508.252055;14745.739726;5687.183562
2015-03-23;19845.871062;4333.856304;3910.816812;0.167;0.167;5459.307365;7676.357023;5475.46484;14657.967466;5653.331279
2015-05-25;34848.082477;7609.694263;6866.860005;0.168;0.168;9585.901583;13479.00985;5508.252055;14745.739726;5687.183562
2015-06-22;41465.103473;9054.566164;8170.680108;0.168;0.168;11406.016253;16038.38359;5508.252055;14745.739726;5687.183562
2015-06-29;43119.358722;9415.78414;8496.635134;0.168;0.168;11861.044921;16678.227025;5508.252055;14745.739726;5687.183562
2015-07-20;48082.124469;10499.438065;9474.500211;0.168;0.168;13226.130923;18597.757329;5508.252055;14745.739726;5687.183562
2015-07-27;49736.379718;10860.656041;9800.455237;0.168;0.168;13681.159591;19237.600764;5508.252055;14745.739726;5687.183562
2015-08-03;51390.634967;11221.874016;10126.410263;0.168;0.168;14136.188258;19877.444199;5508.252055;14745.739726;5687.183562
2015-08-17;54699.145466;11944.309966;10778.320315;0.168;0.168;15046.245593;21157.131069;5508.252055;14745.739726;5687.183562
2015-08-24;56353.400715;12305.527941;11104.275341;0.168;0.168;15501.274261;21796.974503;5508.252055;14745.739726;5687.183562
2015-09-21;62970.421711;13750.399842;12408.095444;0.168;0.168;17321.388931;24356.348243;5508.252055;14745.739726;5687.183562
2015-10-19;70006.60636;15286.801242;13794.509971;0.169;0.169;19256.803435;27077.850244;5541.039269;14833.511986;5721.035845
2015-11-23;77868.56571;17003.511727;15343.630885;0.168;0.168;21419.355442;30118.747749;5508.252055;14745.739726;5687.183562
2015-12-07;81177.076208;17725.947677;15995.540936;0.168;0.168;22329.412777;31398.434618;5508.252055;14745.739726;5687.183562
2015-12-14;82831.331457;18087.165652;16321.495962;0.168;0.168;22784.441444;32038.278053;5508.252055;14745.739726;5687.183562
2015-12-28;64697.913335;13772.263428;12431.469128;0.168;0.168;16950.340339;25218.699371;5585.884078;14734.587806;5633.843768
2016-01-04;37080.380204;7256.682622;6556.930329;0.168;0.168;8198.477869;14801.704077;5689.393443;14719.718579;5562.724044
2016-01-11;37779.065145;7393.413564;6680.476186;0.168;0.168;8352.954699;15080.602323;5689.393443;14719.718579;5562.724044
2016-04-04;46731.669317;19451.540401;9449.965568;0.168;0.168;11968.360134;21374.107676;5689.393443;14719.718579;5562.724044
2016-04-11;47574.294217;20655.35575;9254.458028;0.168;0.168;11898.911895;21420.9226;5689.393443;14719.718579;5562.724044
2016-04-18;45024.88387;15651.43542;7473.427783;0.168;0.168;11624.101379;18051.904462;5689.393443;14719.718579;5562.724044
2016-05-02;41107.019919;8718.088456;8512.832759;0.168;0.168;11325.005282;17973.966767;5689.393443;14719.718579;5562.724044
2016-05-09;39400.918144;7661.493518;9423.811004;0.168;0.168;15136.307595;17327.014157;5689.393443;14719.718579;5562.724044
2016-06-06;39788.64524;10726.108409;7413.645922;0.168;0.168;16184.848185;15120.174329;5689.393443;14719.718579;5562.724044
2016-06-27;37524.753127;9798.025349;7222.830563;0.168;0.168;16001.129899;14288.577382;5689.393443;14719.718579;5562.724044
2016-07-04;38395.750387;9342.726123;7048.090268;0.168;0.168;16053.791263;13100.332661;5689.393443;14719.718579;5562.724044
2016-08-08;32401.320265;4787.810559;4327.146663;0.168;0.168;12162.985629;10665.782253;5689.393443;14719.718579;5562.724044
2016-08-29;36074.002589;21165.556649;6894.55168;0.168;0.168;16596.339652;13224.300672;5689.393443;14719.718579;5562.724044
2016-09-19;38172.104407;10192.65298;8243.466815;0.168;0.168;15458.837147;16226.645495;5689.393443;14719.718579;5562.724044
2016-10-10;51446.181272;10632.390903;9935.171836;0.168;0.168;12343.806688;18984.802977;5689.393443;14719.718579;5562.724044
2016-10-31;47232.28764;9843.835025;9086.234651;0.168;0.168;12059.452364;16720.948325;5689.393443;14719.718579;5562.724044
2016-11-28;50938.213482;12856.170935;10788.540526;0.168;0.168;13124.353766;18820.645617;5689.393443;14719.718579;5562.724044
2016-12-05;52251.033332;14043.463328;11138.542469;0.168;0.168;12693.092984;19540.305204;5689.393443;14719.718579;5562.724044
2016-12-12;49523.013852;12752.224933;11243.508295;0.168;0.168;12956.825867;18894.050023;5689.393443;14719.718579;5562.724044
2017-01-02;53069.25;12749.416667;10117.916667;76.529727;9.711545;12577.083333;19452.778346;142.249081;361.080309;146.343811
2017-01-09;52514.333333;13285.166667;10926.083333;195.314636;24.557061;13632.583333;20340.116664;362.918568;921.95514;373.276496
2017-01-30;49109.5;12402.166667;11274.75;551.669364;69.093606;13453.5;19752.622875;1024.92703;2604.579635;1054.074552
2017-02-20;48221.416667;12347.0;10752.5;908.024091;113.630152;12964.916667;19163.803512;1686.935493;4287.20413;1734.872608
2017-02-27;54208.833333;10816.083333;10252.333333;1026.809;128.475667;12683.166667;18192.423889;1907.60498;4848.078962;1961.805293
2017-03-06;49049.833333;12400.916667;10377.583333;1145.593909;143.321182;12634.666667;18066.759604;2128.274468;5408.953793;2188.737978
2017-03-13;42944.416667;10678.083333;9931.0;1264.378818;158.166697;12360.5;16942.055413;2348.943955;5969.828625;2415.670664
2017-03-20;44406.75;9882.916667;9982.5;1374.579188;171.938457;12401.666667;17062.859265;2553.665279;6490.170888;2626.202192
2017-04-10;38621.083333;12042.583333;6918.416667;1738.811402;217.460391;10638.583333;12840.99881;3230.308396;8209.989411;3322.050615
2017-04-17;44179.583333;11568.833333;8480.083333;1857.596311;232.305907;11929.833333;15946.638739;3450.977883;8770.864242;3548.9833
2017-04-24;44611.75;11711.083333;9690.666667;1976.38122;247.151422;12609.916667;16904.144036;3671.647371;9331.739074;3775.915986
2017-06-19;40026.583333;22381.333333;6502.916667;2926.660492;365.915543;16680.666667;13380.683614;5437.00327;13818.737727;5591.377468
2017-07-24;33270.333333;6596.583333;4904.5;3520.585038;440.143119;14845.083333;8516.539033;6540.350708;16623.111885;6726.040894
2017-07-31;32602.75;4173.0;5137.583333;3639.369947;454.988634;14532.5;8211.215471;6761.020195;17183.986717;6952.97358
2017-08-28;36118.083333;14614.833333;5857.5;4114.509583;514.370694;15685.833333;11086.64762;7643.698145;19427.486044;7860.704321
2017-09-04;36501.0;16263.583333;7746.333333;4233.294492;529.21621;16057.0;13177.517515;7864.367632;19988.360875;8087.637006
2017-10-09;42022.666667;9249.5;9221.916667;4827.219038;603.443785;16654.083333;13236.37294;8967.715069;22792.735033;9222.300433
2017-10-16;44532.666667;9200.5;9272.583333;4946.003947;618.289301;17205.333333;17380.112981;9188.384557;23353.609865;9449.233118
2017-10-23;45202.666667;9700.166667;10473.833333;5095.29204;636.947921;17896.666667;17248.439433;9465.720982;24058.512026;9734.441443
2017-11-06;53641.0;11111.583333;9846.416667;5303.065727;662.914212;14555.583333;19037.432255;9851.706528;25039.572901;10131.381964
2017-11-27;57869.75;13483.333333;10423.666667;5659.420455;707.450758;13082.166667;19687.139587;10513.71499;26722.197396;10812.18002
2017-12-04;58968.5;14251.0;11270.666667;5778.205364;722.296273;13466.916667;21542.322668;10734.384478;27283.072227;11039.112705
2017-12-25;35399.083333;9051.083333;4777.666667;6134.560091;766.832818;10748.25;14597.470916;11396.39294;28965.696722;11719.910761
2018-01-01;37126.25;11507.75;4800.583333;6253.345;781.678333;4650.222277;13838.734861;5129.755611;10425.573747;4538.138971
2018-01-29;54425.083333;14102.166667;9808.333333;8537.924515;839.21997;14707.830052;20432.683805;6653.85618;11217.733705;5838.308425
2018-02-12;54140.5;14344.916667;9777.0;11315.833333;889.666667;13763.602977;22604.622153;8213.639708;11613.813684;7499.987287
2018-02-19;49371.333333;14498.0;9264.916667;10466.166667;900.416667;13109.490807;20415.032571;7722.557673;11811.853674;7427.761539
2018-03-05;47039.583333;13938.916667;9539.583333;9968.083333;907.166667;14888.693377;20603.340286;7688.377611;12207.933653;7225.857745
2018-04-09;41061.666667;13501.25;8431.666667;10558.25;901.083333;17782.331916;17351.581417;6087.383525;17839.169506;7049.008337
2015-01-12;3427.079502;748.702841;675.654723;0.168;0.168;943.065405;1325.79318;5508.252055;14745.739726;5687.183562
2018-05-21;37106.916667;12854.083333;6680.5;7920.583333;888.416667;17090.841907;13458.522259;5326.449903;15083.936213;5764.495879
2015-03-30;21614.040484;4719.950462;4259.219798;0.168;0.168;5945.672243;8360.262371;5508.252055;14745.739726;5687.183562
2018-05-28;37851.25;13794.25;7527.25;8623.0;893.416667;17136.428897;12940.613299;5385.410509;15713.283964;5531.749271
2015-04-20;26576.806231;5803.604387;5237.084876;0.168;0.168;7310.758246;10279.792676;5508.252055;14745.739726;5687.183562
2018-06-11;37001.916667;8597.333333;6588.5;8372.083333;873.333333;17062.109877;10792.767631;6128.485049;16690.051993;6059.792057
2015-05-04;29885.316729;6526.040338;5888.994927;0.168;0.168;8220.815581;11559.479546;5508.252055;14745.739726;5687.183562
2018-06-18;37586.333333;16776.333333;6546.5;8498.166667;896.5;17231.445458;12334.699135;5395.322727;15948.767787;5559.049913
2015-06-01;36502.337726;7970.912239;7192.815031;0.168;0.168;10040.930251;14118.853285;5508.252055;14745.739726;5687.183562
2018-07-09;36595.5;18562.75;6151.416667;6783.25;884.916667;15216.098788;10099.433847;4644.130423;14307.002877;4171.209711
2015-06-08;38156.592975;8332.130214;7518.770057;0.168;0.168;10495.958918;14758.69672;5508.252055;14745.739726;5687.183562
2018-08-13;34013.5;2315.166667;5441.583333;4746.5;927.416667;13344.499599;9150.700927;5094.281834;11972.211618;2906.654367
2015-06-15;39810.848224;8693.348189;7844.725082;0.168;0.168;10950.987586;15398.540155;5508.252055;14745.739726;5687.183562
2018-09-03;34797.833333;10562.25;7059.583333;8326.833333;901.833333;13992.236577;13621.231502;5438.047804;14716.106128;5475.160916
2015-08-31;58007.655964;12666.745917;11430.230366;0.168;0.168;15956.302928;22436.817938;5508.252055;14745.739726;5687.183562
2018-09-17;36765.5;11716.416667;8393.75;8947.0;905.833333;14118.692441;14988.240113;5862.136919;15706.662116;6033.787332
2015-09-14;61316.166462;13389.181867;12082.140418;0.168;0.168;16866.360263;23716.504808;5508.252055;14745.739726;5687.183562
2018-09-24;35849.75;12528.0;8255.583333;8974.75;869.0;14075.201405;15329.804041;6331.258265;16184.070189;6789.997821
2015-11-16;76214.310461;16642.293751;15017.675859;0.168;0.168;20964.326774;29478.904314;5508.252055;14745.739726;5687.183562
2018-10-01;36891.666667;13112.0;9394.833333;9366.833333;922.416667;14448.193806;16162.42363;6647.936535;16938.053831;7248.320298
2016-02-08;51275.007065;14822.227825;11215.268317;0.168;0.168;11856.561252;22749.437736;5689.393443;14719.718579;5562.724044
2018-10-08;39451.583333;12577.75;10241.666667;9182.75;819.166667;15225.093922;16732.44974;6131.732155;16045.64634;6753.712158
2016-02-22;50017.650051;14383.276709;7445.709159;0.168;0.168;11431.691412;17962.720724;5689.393443;14719.718579;5562.724044
2018-10-15;38384.833333;12261.416667;10708.5;9337.416667;823.916667;14912.884174;17082.797458;6186.847504;15908.401723;6755.353653
2016-02-29;52328.544567;14534.25631;8723.89401;0.168;0.168;12107.427037;22345.713503;5689.393443;14719.718579;5562.724044
2018-11-05;45376.416667;14493.916667;10911.75;10694.166667;884.333333;15303.168191;20173.018257;7550.631963;17344.345064;7600.37762
2016-03-07;53143.651697;14326.713998;10018.849064;0.168;0.168;12051.357171;22502.3735;5689.393443;14719.718579;5562.724044
2018-11-26;50667.583333;14799.833333;12306.333333;10849.5;898.25;13463.2703;20029.884315;8392.657781;18064.130939;8257.407298
2016-03-14;51007.178826;13919.584871;9311.893798;0.168;0.168;12153.612247;21836.415949;5689.393443;14719.718579;5562.724044
2018-12-10;51705.916667;15646.166667;11715.0;12004.5;929.416667;13155.427122;20836.654466;7434.419753;17329.559292;8424.753318
2016-03-21;49319.19434;14137.530526;9306.854049;0.167;0.167;11922.430563;21511.675554;5655.528005;14632.101207;5529.612591
2019-01-14;48882.666667;15438.806446;10869.434158;11723.666667;944.916667;12480.829139;19942.201664;6876.361193;15235.499489;7598.177565
2016-03-28;48079.527322;13221.861538;8438.713678;0.168;0.168;11848.892121;20454.373135;5689.393443;14719.718579;5562.724044
2019-02-04;51349.25;14938.988667;10751.385541;11742.666667;845.25;10952.372077;21920.427735;7398.426358;15534.82168;8250.558047
2016-04-25;44635.960349;11048.69945;7038.010768;0.168;0.168;11222.750207;16374.587629;5689.393443;14719.718579;5562.724044
2019-02-18;47079.916667;11630.812316;9175.048747;9782.833333;856.083333;10541.52323;20242.921324;6328.978056;15166.111163;7372.16544
2016-05-16;39054.638621;9063.584336;8386.839011;0.168;0.168;11061.016762;15087.307986;5689.393443;14719.718579;5562.724044
2019-03-18;41794.5;10791.281263;8852.956972;9496.666667;908.583333;12325.551057;19329.946316;6000.445186;15138.474881;7058.202507
2016-05-23;40565.637694;11978.793241;8007.119922;0.168;0.168;13621.14301;15902.340993;5689.393443;14719.718579;5562.724044
2019-04-29;36812.333333;9830.060609;8355.860276;3712.666667;840.083333;11298.985645;14776.3983;5091.487079;12379.948786;5191.414428
2016-05-30;40532.479635;12730.806286;7874.087902;0.168;0.168;15223.309622;15505.329514;5689.393443;14719.718579;5562.724044
2019-06-03;34860.083333;10204.62714;9425.105016;8207.666667;812.416667;11702.725788;13502.236071;5579.90938;13238.374216;6702.023185
2016-06-13;37372.465341;10885.480623;7652.165121;0.168;0.168;15133.325155;16287.583357;5689.393443;14719.718579;5562.724044
2019-06-17;36093.25;10064.790099;8081.677283;8713.083333;862.166667;13063.914181;13948.759203;4796.339603;13305.466604;5619.413092
2016-07-18;37742.929737;6856.939222;6431.502933;0.168;0.168;16395.578854;13069.297069;5689.393443;14719.718579;5562.724044
2019-07-08;34652.0;13397.98278;6928.075173;6406.583333;833.666667;12002.404778;13338.207166;3700.800916;12101.970309;4754.663587
2016-07-25;34251.933066;9017.949506;4599.206266;0.168;0.168;15526.410709;11749.238261;5689.393443;14719.718579;5562.724044
2019-07-22;36174.773563;7223.019889;7081.281658;5331.328736;858.250575;12668.977964;10951.781888;3762.937227;11627.904715;3819.126773
2016-08-15;33623.810042;8783.743164;6572.615931;0.168;0.168;15257.13901;11214.658904;5689.393443;14719.718579;5562.724044
2019-08-05;31544.833333;9034.710939;5774.214563;3856.75;815.333333;11054.891583;9744.98622;3310.989971;10575.512173;3463.03089
2016-09-05;37603.375329;19584.510855;7298.426812;0.168;0.168;16803.576606;15087.6567;5689.393443;14719.718579;5562.724044
2019-09-09;36087.5;14468.172868;8205.499081;8229.0;816.916667;13059.717477;15728.975302;5399.25063;14568.827338;5352.55747
2016-09-26;38125.529299;9956.873024;8567.227301;0.168;0.168;14518.77215;16918.320742;5689.393443;14719.718579;5562.724044
2019-09-16;37648.166667;14349.79051;8361.116455;7972.25;859.333333;12694.518501;16613.334675;5977.186981;14751.651971;5355.474863
2016-10-03;42914.817804;9958.708908;8440.7122;0.168;0.168;11780.04037;17363.890718;5689.393443;14719.718579;5562.724044
2019-11-25;50235.0;13009.169661;10257.132352;11148.583333;749.666667;14074.806185;20567.657677;7490.686764;17980.675134;6379.479685
2016-10-24;47318.088391;10402.730561;8135.112191;0.169;0.169;12262.599115;15824.054584;5723.25888;14807.335952;5595.835496
2019-12-02;55727.416667;13947.323361;9476.805098;11699.166295;721.083333;14046.199989;20518.51756;7833.981044;17597.763737;6202.290984
2016-11-14;41746.508979;10971.155208;10990.651876;0.168;0.168;12895.728459;18868.070792;5689.393443;14719.718579;5562.724044
2019-12-23;37936.083333;7670.684982;6675.089231;6254.75;769.75;11063.798875;13241.203572;4681.765051;12077.480311;4868.270289
2016-11-21;45833.239745;10822.885722;10952.506183;0.168;0.168;12917.713301;18800.856068;5689.393443;14719.718579;5562.724044
2020-01-27;53549.25;13042.333333;9112.583333;11896.0;847.5;13535.425603;19720.052538;7654.916667;16982.032884;6505.583333
2016-12-19;37393.317316;7980.063099;6684.880705;0.168;0.168;10831.965392;11791.607074;5689.393443;14719.718579;5562.724044
2020-03-09;46505.25;12012.666667;8018.75;10311.166667;987.5;13723.051652;18287.895353;6889.666667;16340.424782;6521.25
2017-01-16;54803.916667;14442.416667;10613.0;314.099545;39.402576;13516.083333;22040.119376;583.588055;1482.829972;600.209181
2020-03-16;37286.083333;6219.75;4097.083333;6109.416667;972.75;9476.832111;10952.8997;5288.666667;12712.158184;4670.666667
2017-02-06;45390.666667;13610.25;10043.583333;670.454273;83.939121;13246.083333;19726.730022;1245.596518;3165.454467;1281.007237
2020-03-30;34997.333333;6598.833333;3737.666667;5206.0;974.166667;7742.621531;10057.180484;5426.5;12353.762566;4684.583333
2017-02-13;40056.583333;13149.75;8108.833333;789.239182;98.784636;11772.166667;13829.787621;1466.266005;3726.329298;1507.939922
2020-05-04;30583.25;6128.416667;4064.666667;4078.75;888.0;7574.135742;8960.054955;4203.083333;12372.133105;4439.5
2017-03-27;42307.916667;9316.75;9874.583333;1501.241583;187.769361;12356.5;17287.146154;2788.969421;7088.239748;2868.185244
2020-05-18;28806.128736;8473.493103;3874.082184;4535.999425;749.996552;7709.403841;8696.34183;3602.238506;3859.682608;4273.832184
2017-05-01;43075.166667;10813.083333;9159.583333;2095.166129;261.996937;13926.583333;15475.795341;3892.316858;9892.613906;4002.848671
2020-06-08;29871.916667;8041.916667;4280.583333;4803.333333;1010.166667;8590.286153;9439.23695;3918.0;13248.305781;3954.75
2017-05-08;39936.0;10658.916667;8296.083333;2213.951038;276.842452;13605.166667;14894.045699;4112.986346;10453.488737;4229.781356
2020-06-22;33430.583333;10725.166667;4537.916667;4597.583333;963.083333;8938.673223;9766.101209;3534.416667;13355.807456;3287.666667
2017-05-15;39714.083333;11475.833333;8961.5;2332.735947;291.687967;15481.166667;15583.431839;4333.655833;11014.363569;4456.714042
2020-07-20;30520.583333;6704.5;4391.75;2831.583333;897.0;8215.806531;8332.091625;3388.333333;12621.836364;2875.833333
2017-05-22;38591.0;12488.083333;7307.166667;2451.520856;306.533482;15751.083333;12172.291604;4554.325321;11575.238401;4683.646727
2020-08-17;30930.0;9283.833333;4264.333333;2773.166667;893.333333;6697.460321;9341.312392;3293.583333;11678.730288;2752.083333
2017-05-29;38401.583333;13575.5;7624.75;2570.305765;321.378997;16028.166667;13150.033976;4774.994808;12136.113232;4910.579412
2020-10-26;38422.0;10204.168966;5858.666092;5757.832184;819.667241;9013.403405;14849.67577;5413.998276;15047.938847;4462.917241
2017-06-12;37948.75;10327.833333;6883.083333;2807.875583;351.070028;16320.416667;12376.694904;5216.333783;13257.862896;5364.444783
2020-12-14;47160.0;11123.583333;7304.666667;8158.916667;1202.5;10811.757979;16201.757048;5095.333333;16238.36623;5548.833333
2017-07-03;37738.5;15915.166667;6344.083333;3164.230311;395.606573;16443.333333;9681.363889;5878.342245;14940.487391;6045.242839
2021-01-18;54437.416667;13308.623109;8284.333333;8623.25;1342.0;10401.86221;15669.839611;5409.598517;14684.5;6706.75
2017-07-17;35486.5;11348.25;5779.5;3401.800129;425.297604;15643.166667;9024.233351;6319.68122;16062.237054;6499.108209
2021-02-15;54816.166667;12757.324327;7107.333333;7959.0;853.833333;10551.528676;15156.713015;5632.174406;15479.916667;4593.166667
2017-08-07;31171.083333;3660.916667;5907.75;3758.154856;469.834149;14651.833333;9211.492578;6981.689682;17744.861549;7179.906265
2021-03-08;47297.583333;13590.777118;7683.916667;8761.333333;851.916667;10246.96984;16639.99832;5505.060531;14924.5;4523.333333
2017-08-14;31686.75;3698.0;5181.166667;3876.939765;484.679664;14331.333333;9307.72915;7202.35917;18305.73638;7406.83895
2021-03-29;40881.25;13764.807989;8057.583333;7596.916667;742.166667;10138.168231;14745.409193;4993.313237;14226.833333;4303.75
2017-08-21;34549.833333;8013.0;5797.0;3995.724674;499.525179;15058.583333;9308.436123;7423.028657;18866.611212;7633.771636
2021-05-10;40434.583333;10548.855353;6683.416667;7454.583333;717.5;9089.646264;14138.06727;4823.406046;13815.333333;4985.0
2017-09-11;40561.583333;11107.583333;7931.0;4352.079402;544.061725;16761.083333;14528.187654;8085.03712;20549.235707;8314.569692
2021-05-24;40405.916667;11206.554196;7184.166667;7461.166667;733.25;9775.696097;14244.655151;5894.505033;13964.416667;5565.666667
2017-09-25;38962.416667;8531.166667;8594.0;4589.64922;573.752755;16032.666667;0.0;8526.376095;21670.98537;8768.435062
2021-06-07;37742.25;10513.446102;6395.583333;6535.416667;715.416667;9921.935741;12713.885989;4678.145103;13352.083333;5107.0
2017-11-13;54847.833333;13198.25;10411.416667;5421.850636;677.759727;13238.166667;18745.364419;10072.376016;25600.447732;10358.314649
2021-06-14;39722.25;0.0;6500.583333;6783.166667;728.166667;0.0;13677.106036;4471.099728;13617.5;3375.25
2018-01-15;53112.833333;14013.5;9927.5;6490.914818;811.369364;0.0;19718.185271;5324.638018;10821.653726;4710.544689
2021-07-19;38710.583333;4824.101261;5309.833333;3819.666667;733.416667;10244.999417;10535.647703;4254.769806;13131.0;2690.166667
2018-01-22;50708.75;13463.5;10038.916667;6609.699727;826.214879;5803.60805;19170.913358;5422.079221;11019.693716;4796.747548
2021-08-02;29821.583333;4058.279278;4245.75;2889.833333;721.333333;9270.668154;9737.785168;4154.66552;12308.25;2310.333333
2018-02-05;60097.666667;14000.083333;9049.5;12037.166667;900.75;12966.791302;23380.356248;8076.834012;11415.773695;7247.629143
2021-08-09;28824.75;4033.811572;3725.583333;2993.666667;730.0;9119.63096;9814.444844;4057.937431;12344.166667;2308.833333
2018-02-26;48891.166667;15137.166667;6976.166667;10776.0;918.916667;12392.849355;19885.997478;7313.422335;12009.893663;5707.216369
2021-08-16;28793.416667;2739.607744;4382.75;2947.166667;733.333333;8842.743714;8584.964091;4472.703422;12734.083333;2348.666667
2018-03-12;45261.166667;13644.083333;9254.75;9551.0;882.166667;16094.652651;20799.344275;6996.060463;12405.973642;7085.121211
2021-09-06;37965.666667;9776.657982;6653.0;6734.166667;776.666667;11209.221554;15286.541233;4755.544455;14471.25;5639.5
2018-04-23;35827.666667;15486.25;5166.416667;6001.833333;846.666667;16582.573171;12748.457447;4584.229865;14869.950721;5510.755424
2021-09-27;37720.083333;10766.480095;7698.666667;8598.5;762.5;11151.136915;16931.505724;5456.358867;15261.083333;6155.916667
2018-04-30;39378.0;13255.0;6775.25;8404.5;900.666667;14483.737685;14718.954223;6248.713416;17836.448199;6134.26406
2021-10-11;44800.25;11280.646547;8750.5;9083.666667;781.666667;11529.286761;18229.871506;6190.091215;16421.0;6805.666667
2018-06-04;35939.0;11895.416667;7433.75;7929.333333;865.25;16895.830896;10988.520654;5779.079369;16278.318144;5617.884523
2021-11-01;45540.166667;10777.507793;5826.583333;8055.333333;822.0;9848.430401;15640.663791;5578.830469;14732.916667;5214.666667
2018-06-25;38577.0;18171.333333;6657.416667;8377.0;913.166667;15746.811693;12001.082444;5704.652285;15415.028645;5277.058477
2021-11-08;49545.083333;11021.840243;7560.75;10157.75;837.583333;10551.443005;18215.492592;5733.375957;15909.916667;5680.666667
2018-08-20;33228.916667;2250.083333;5766.75;5805.583333;903.166667;14016.689368;10731.36476;5025.23811;13566.353643;3662.864856
2021-11-22;52903.083333;11142.197236;7286.25;9357.583333;989.833333;10460.889225;18542.362092;5784.018935;16221.25;5277.916667
2018-10-22;39181.833333;13138.083333;11193.666667;8296.083333;883.333333;15047.025201;18328.255153;7161.748312;17268.057739;7107.583764
2021-12-06;55653.0;13096.081447;9479.0;11209.583333;919.25;11307.571355;20706.97385;6409.459715;17360.083333;6686.5
2018-10-29;41736.833333;12743.166667;8070.666667;7798.833333;898.333333;12183.86532;14790.312056;6264.778045;14933.901451;5588.164837
2022-01-03;54680.666667;12019.416667;8733.583333;9958.5;966.583333;10466.75;18827.144762;6153.5;15588.083333;5925.083333
2018-11-19;49055.166667;15725.166667;11273.75;11759.583333;907.666667;13705.003609;20411.4354;8635.678019;18132.889313;7650.659181
2022-01-24;57885.166667;12699.666667;8676.25;10223.083333;1024.75;11435.583333;19550.017164;6699.75;16291.75;5497.416667
2018-12-03;48569.833333;14759.25;12479.166667;11012.833333;873.166667;15355.654362;19968.89972;8306.524026;17814.768448;8624.756435
2022-01-31;56188.75;11113.083333;9366.0;10309.166667;993.75;11414.166667;19680.535792;6429.416667;16176.5;5711.333333
2019-01-07;50042.5;15248.597542;10445.751639;11910.25;915.166667;12328.719997;20858.583295;7209.700187;15596.046673;7689.5606
2022-02-07;54795.833333;11985.333333;8971.25;10730.666667;964.833333;11386.833333;19926.094877;6056.083333;16196.083333;5957.333333
2019-01-28;52268.916667;15476.28854;10230.506787;12183.333333;859.333333;11145.420504;21215.597402;7130.484973;15985.420625;7657.726698
2022-02-14;53321.833333;11186.083333;9137.916667;9848.416667;946.0;11349.25;19366.036098;6749.25;15867.083333;5576.833333
2019-02-11;50444.916667;13532.816555;10788.092629;10224.25;837.416667;10948.860549;21084.953404;6946.736573;15486.777067;7417.041804
2022-03-07;49603.75;11485.583333;8281.333333;9217.0;975.5;9801.416667;19040.827183;5712.166667;15073.25;5382.166667
2019-03-11;44505.333333;11240.981584;9002.284165;10306.333333;971.0;10667.681319;20505.912632;6606.274217;15788.225125;7491.95015
2022-04-04;46288.243874;8764.643666;6469.69325;8127.57975;952.973417;6826.586916;16885.418381;4856.153375;14133.899792;4399.179958
2019-03-25;41019.333333;10678.834983;9900.142992;9359.916667;832.5;12307.479531;18968.588764;6060.435906;14729.287842;6930.781092
2022-04-11;46933.75;10372.333333;7727.833333;8455.75;981.666667;10719.666667;17978.77368;5366.916667;14668.333333;5390.416667
2019-04-15;40672.666667;10642.200901;10406.804212;9114.583333;901.416667;11439.446789;19042.001493;6016.408382;15122.403321;6314.43899
2022-05-09;38487.916667;10460.083333;7404.083333;7190.166667;942.75;10183.916667;14835.95205;5287.5;13666.166667;4829.416667
2019-05-13;39174.416667;10319.702255;10126.158703;9316.25;873.333333;12678.588152;18521.980467;5883.467573;14190.33783;6422.983158
2022-06-20;39673.416667;13188.833333;6705.25;7672.416667;804.0;11534.166667;14206.78533;4014.666667;13250.083333;4691.5
2019-05-20;35367.92069;9684.033087;8608.157477;8773.164943;856.999425;10142.236734;16516.161924;5030.981418;13572.81281;6460.908671
2022-06-27;33898.166667;10297.0;6706.75;6782.083333;799.583333;11470.583333;12729.41486;4261.583333;13274.0;4664.75
2019-06-10;32847.416667;8787.600486;8864.244833;7892.416667;839.833333;11882.156335;12755.930102;4814.70586;12911.330709;6324.220836
2022-07-18;35735.833333;13063.416667;5929.916667;4360.583333;889.083333;11608.333333;10869.357078;3214.583333;13033.833333;2991.416667
2019-06-24;38656.25;11395.489218;8991.427139;8929.583333;882.583333;13957.812329;15128.898632;4424.208326;12903.847654;5037.908091
2022-09-05;36482.25;12175.0;6577.916667;6544.833333;879.666667;12216.416667;15177.559459;3930.333333;12446.5;4699.0
2019-07-01;35924.083333;14898.453733;7466.101135;7322.333333;884.25;13017.921721;14732.623192;4355.206124;12531.39561;5069.913605
2022-09-26;36636.666667;11897.416667;6332.166667;7145.166667;838.583333;13585.166667;17142.450471;4881.333333;13069.083333;5647.416667
